image,text
data/raw/newspaper/19.png,آرٹی فیشل انٹیلی جنس (اے آئی) ٹیکنالوجی سے انسانیت کو لاحق ممکنہ خطرات کے حوالے سے کافی بحث کی جا رہی ہے۔
data/raw/newspaper/20.png,انہوں نے کہا کہ ایڈوانسڈ اے آئی کا کنٹرول حکومتوں یا طاقتور اداروں کی بجائے بڑے پیمانے پر لوگوں کے پاس ہونا چاہیے۔
data/raw/newspaper/21.png,پاکستان میں پہلی بار مقامی طور پر ہوسٹ کیا گیا اے آئی ڈینا سینٹر اور خودمختار کلاؤڈ متعارف کروا دیا گیا ہے، جس سے ملک میں صحت، مالیات، عوامی تحفظ اور دیگر شعبوں میں مصنوعی ذہانت کے استعمال میں تیزی آنے کی توقع ہے اور ساتھ ہی سائبر سیکیورٹی اور ڈیٹا شفافیت بھی مضبوط ہوگی۔
data/raw/newspaper/22.png,ڈینا والٹ کی سی ای او اور محوش سلمان علی نے بتایا کہ ڈینا والٹ پاکستان کا واحد ڈینا سینٹر ہے جو جی پی یو سروسز فراہم کر رہا ہے۔
data/raw/newspaper/23.png,ڈینا پروٹیکشن
data/raw/newspaper/24.png,چوتھے ایشیز ٹیسٹ کے لیے میلبرن کرکٹ گراؤنڈ (ایم سی جی) کی بولرز کے لیے سازگار پچ کو انٹرنیشنل کرکٹ کونسل (آئی سی سی) نے ناقص قرار دے دیا۔
data/raw/newspaper/25.png,ایم سی جی کے کیوریٹر میٹ پیج نے ان کی ٹیم نے وکٹ پر 10 ملی میٹر گھاس چھوڑی، جس سے فاسٹ باؤلرز کو سیم اور باؤنس ملا اور بیٹنگ نہایت مشکل ہوگئی۔
data/raw/newspaper/26.png,اسلام آباد: وزیراعظم شہباز شریف اور چیئرمین پاکستان کرکٹ بورڈ (پی سی بی) محسن نقوی نے انڈر 19 ایشیاکپ جیتنے پر پاکستانی ٹیم اور پوری قوم کو مبارکباد دی ہے۔
data/raw/newspaper/27.png,کرکٹ آسٹریلیا کی ریکی ٹیم انتظامات کا جائزہ لینے قذافی اسٹیڈیم پہنچی اور ریکی ٹیم نے معمول کے دورے میں وینیوز کا جائزہ لیا۔
data/raw/newspaper/28.png,پاک انسٹی ٹیوٹ فار پیس اسٹڈیز کی 'پاکستان سیکیورٹی رپورٹ 2025' کے مطابق ملک بھر میں 699 دہشت گرد حملے ریکارڈ کیے گئے، جو 2024 کے مقابلے میں 34 فیصد زیادہ ہیں۔
data/raw/newspaper/29.png,تشدد جغرافیائی طور پر بھی مخصوص علاقوں میں مرکوز ہے، تقریباً تمام دہشت گرد حملے خیبر پختونخوا اور بلوچستان میں ہوئے۔
data/raw/newspaper/30.png,کراچی میں مذہبی جذبات مجروح کرنے کے الزام میں درج مقدمے کی سماعت کے دوران سیشنز کورٹ میں یوٹیوبر رجب بٹ پر جسمانی حملہ کیا گیا جس کے باعث عدالت کا ماحول بدنظمی کا شکار ہوگیا۔
data/raw/newspaper/31.png,حال ہی میں ژونگ فینگلن نے اپنی شناخت کی تلاش کے لیے بھی رجسٹریشن کروائی، ایک خاتون نے ان کی تصویر دیکھ کر شبہ ظاہر کیا کہ وہ ان کے خاندان کی گمشدہ بیٹی ہو سکتی ہے، بعد ازاں ڈی این اے ٹیسٹ نے خاندانی تعلق کی تصدیق کر دی۔
data/raw/newspaper/32.png,پاکستانی اداکارہ بہا ماڈل ہما سلیم نے ایک پاکستانی کرکٹر پر براہ راست دھمکیوں، ذہنی اذیت اور کردار کشی کے سنگین الزامات عائد کرتے ہوئے کہا ہے کہ میں جلد اپنی قانونی ٹیم کے ساتھ شواہد بھی سامنے لاؤں گی۔
data/raw/newspaper/33.png,سونم وانگ چک کی صحت سے متعلق سوال پر عامر خان نے تشویش کا اظہار کرتے ہوئے کہا کہ سب لوگ ان کی زندگی اور صحت کے حوالے سے فکر مند ہیں اور امید کرتے ہیں کہ ان کی بھوک ہڑتال باخیریت ختم ہو جائے گی۔
data/raw/newspaper/34.png,پاکستانی شوبز انڈسٹری کی معروف اداکارہ، ڈیجیٹل کری ایٹر اور ڈانسر مہر بانو نے انکشاف کیا ہے کہ اس وقت ٹی وی پر نشر ہونے والے متعدد ڈراموں کے اسکرپٹس مصنوعی ذہانت (اے آئی) کی مدد سے تیار کیے جا رہے ہیں۔
data/raw/newspaper/35.png,بھارتی کرکٹ ٹیم کے کھلاڑی روہت شرما کے ون ڈے کے مستقبل پر سوالات اٹھ گئے ہیں۔
data/raw/newspaper/36.png,بھارتی میڈیا پر شیئر کیے گئے اعداد و شمار کے مطابق روہت شرما نے اپنے گذشتہ 8 ون ڈے میچز میں 241 رنز بنائے ہیں جن میں صرف 1 نصف سنچری شامل ہے۔
data/raw/newspaper/37.png,برطانوی شہزادہ ولیم نے فیفا ورلڈ کپ 2026ء کے سیمی فائنل میں انگلینڈ کو ارجنٹینا کے ہاتھوں 1-2 سے شکست ہونے کے بعد اپنی فٹبال ٹیم کے لیے جذباتی پیغام شیئر کیا ہے۔
data/raw/newspaper/38.png,ارجنٹینا کے عالمی شہرت یافتہ فٹبالر لیونل میسی نے فیفا پر فکسنگ کے الزامات پر اپنے ردعمل کا اظہار کر دیا۔
data/raw/newspaper/39.png,وسیم عباس نے کہا کہ رجب بٹ کو کون جانتا ہے؟ فہد مصطفیٰ پاکستان کے سب سے بڑے ہیروز میں سے ایک ہیں۔
data/raw/newspaper/40.png,ان کا کہنا ہے کہ ہر خاتون کی طرح میری بھی کچھ ترجیحات ہیں، مادی آسائشوں سے زیادہ شخصیت اور اخلاق کو اہمیت دیتی ہوں۔
data/raw/signboards/1.jpeg,بجلی کی بچت برائے مہربانی کام کی جگہ چھوڑتے وقت سبھی اور لائٹ بند کر دیں کیونکہ یہ بچت آپکو فائدہ پہنچائے گی۔
data/raw/signboards/02.jpg,حرمین جیولرز
data/raw/signboards/03.jpg,کوشش
data/raw/signboards/04.jpg,ایوو بھٹیریا گائیڈر لومزی رکون بہون
data/raw/signboards/05.jpg,اللہ توکل جنرل اینڈ کریانہ سٹور
data/raw/signboards/06.jpg,محمد
data/raw/signboards/7.jpeg,دکان کھلی ہے وقفہ برائے نماز
data/raw/signboards/08.jpg,آوجی
data/raw/signboards/09.jpg,خان پکوان سنٹر اینڈ بریانی ہاؤس کا افتتاح ہو چکا ہے
data/raw/signboards/10.jpg,شان میڈیکل سٹور
data/raw/signboards/11.jpg,اسٹنڈرڈ فارماسیوٹیکل کلینک
data/raw/signboards/12.jpg,حضرت نوح
data/raw/signboards/13.jpg,شاہ میر کھسہ محل کھسہ، چپل، کالاپوری، پمپنگ سینڈل دستیاب ہے۔
data/raw/signboards/14.jpg,اٹک
data/raw/signboards/15.jpg,عمرکوٹ
data/raw/signboards/16.jpg,کراچی
data/raw/signboards/17.jpeg,سلطان
data/raw/signboards/18.jpeg,اسٹیٹ بینک آف پاکستان ٹاور کیماڑی صدر
data/raw/signboards/19.jpeg,چترال دیر
data/raw/signboards/20.jpeg,حضرت نوح
data/raw/signboards/21.png,کہنا ہے کہ ایک شخص فائرنگ کے تبادلے کے نتیجے
data/raw/signboards/22.png,میں جاں بحق ہوا جبکہ مکینوں کا الزام ہے کہ
data/raw/signboards/23.png,مظاہرین میں سے ایک شخص پولیس کی فائرنگ سے ہلاک
data/raw/signboards/24.png,ہوا ہے۔ بنوں کے پولیس افسر نے اے ایف پی
data/raw/signboards/25.png,کو بتایا کہ پولیس نے مظاہرین کو منتشر کرنے کیلئے لاٹھی
data/raw/signboards/26.png,چارج اور آنسو گیس کے شیل فائر کئے جس کے
data/raw/signboards/27.png,جواب میں مظاہرین نے پولیس پر پتھراؤ شروع کر دیا۔ بنوں کے
data/raw/signboards/28.png,ایک اور پولیس افسر نے بتایا کہ فائرنگ پہلے مظاہرین
data/raw/signboards/29.png,میں سے کسی نے پولیس پر براہ راست کی۔ انہوں
data/raw/signboards/30.png,نے کہا کہ پولیس نے مظاہرین کو منتشر کرنے کیلئے
data/raw/signboards/31.png,ہوائی فائرنگ کی۔ انہوں نے کہا کہ مظاہرین نے بجلی
data/raw/signboards/32.png,کے گرڈ اسٹیشن پر حملہ کیا۔
data/raw/signboards/33.png,کراچی (اسٹاف رپورٹر) متحدہ قومی موومنٹ کے قائد
data/raw/signboards/34.png,الطاف حسین نے واضح اور دوٹوک الفاظ میں کہا ہے کہ کوئی
data/raw/signboards/35.png,بھی مسلمان اللہ تعالیٰ کے محبوب اور نبی آخرالزماں حضرت
data/raw/signboards/36.png,محمد مصطفیٰ ﷺ کی شان میں گستاخی کرنا تو کجا اس کا
data/raw/signboards/37.png,تصور بھی نہیں کر سکتا، حتیٰ کہ پاکستان میں رہنے والی
data/raw/signboards/38.png,اقلیتیں بھی سرکار دو عالم ﷺ کی شان میں گستاخی نہیں کر سکتیں لہذا
data/raw/signboards/39.png,میں تمام مسالک سے تعلق رکھنے والے مذہبی رہنماؤں سے
data/raw/signboards/40.png,درخواست کرتا ہوں کہ وہ وزیراعظم یوسف رضا گیلانی کی اس واضح
data/raw/book/41.png,یقین دہانی کے بعد کہ ناموس رسالت ﷺ کے قانون میں
data/raw/book/42.png,کسی بھی قسم کی ترمیم یا تبدیلی نہیں کی جا رہی ہے،
data/raw/book/43.png,اپنے مظاہروں کا سلسلہ ختم کر دیں۔ انہوں نے تمام تنظیمی ونگز
data/raw/book/44.png,اور شعبہ جات کے ارکان سمیت تمام ذمہ داروں اور کارکنوں
data/raw/book/45.png,سے کہا کہ وہ مذہبی رواداری اور فرقہ وارانہ ہم آہنگی
data/raw/book/46.png,کے فروغ کیلئے گلی گلی کارنر میٹنگز کا انعقاد کریں۔ انہوں
data/raw/book/47.png,نے ان خیالات کا اظہار ایم کیو ایم کے مرکز نائن زیرو
data/raw/book/48.png,پر ایم کیو ایم کے مختلف شعبہ جات کے ارکان
data/raw/book/49.png,کے اجلاس سے ٹیلیفون پر خطاب کرتے ہوئے کیا۔ اپنے
data/raw/book/50.png,فکر انگیز خطاب میں الطاف حسین نے کہا کہ اسلام کے معنی
data/raw/book/51.png,امن اور سلامتی ہیں، اسلام صرف مسلمانوں ہی
data/raw/book/52.png,کے نہیں بلکہ تمام مذاہب کے احترام کا درس دیتا ہے۔
data/raw/book/53.png,قرآن مجید میں اللہ تعالیٰ کا فرمان بالکل واضح ہے کہ ترجمہ:
data/raw/book/54.png,میرا دین میرے ساتھ، تمہارا دین تمہارے ساتھ، قرآن مجید میں
data/raw/book/55.png,ایک اور جگہ اللہ تعالیٰ کا فرمان ہے کہ
data/raw/book/56.png,ترجمہ: دین میں کوئی جبر نہیں، اللہ تعالیٰ اپنے
data/raw/book/57.png,اس فرمان میں صاف لفظوں میں بتایا ہے کہ اسلام
data/raw/book/58.png,جبر اور انتہا پسندی کا نہیں اعتدال پسندی کا درس دیتا ہے، مذہبی
data/raw/book/59.png,انتہا پسندی اسلام کی تعلیمات کی نفی ہے۔ الطاف حسین نے
data/raw/book/60.png,کہا کہ جہاں انتہا پسندی ہو گی وہاں امن وسلامتی اور اتحاد
data/raw/book/61.jpg,سب سے خطرناک اور دردناک آنسو وہ ہوتا ہے جو آنکھوں سے نکل کے سیدھا دل پر رحم جاتی ہے۔ ثناء فرید
data/raw/book/62.png,1947ء کے دور میں بنگال ایک برس پاکستان کے حصے میں آیا تھا جس کی حالت نازک تھی NWFP سے مسلمان کو صرف دو ہی اخبار نکلتے تھے۔ دہلی آزاد مانگ اور نیوز کے بعد میں ڈھاکہ منتقل ہو گیا تھا۔ جنگ دوسری چھپنے والے اخبارات دان، جنگ اور اہرام کے نام انگلش پیپرز کا معیار زیادہ اچھا تھا۔ 14 اگست 1947ء کو پہلا اردو لاسٹنگ سسٹم پاکستان کارپوریشن قائم ہوا۔ اس وقت برہارت سے بالاسدھ نشر ہوا تھا۔ کچھ نئے اسٹیشنز میں راولپنڈی سٹیشن 1974ء میں، کراچی اور ولایتی میں
data/raw/book/63.png,"عبدالستار ایدھی 1928ء میں انڈیا کے ایک علاقے میں گابا پیدا ہوئے۔ میں اپنی چھوٹی سی عمر میں انہیں کچھ علاوہ لکھنا اور ریڑھنا شروع کیا۔ جب ان کی 24 سال کی عمر میں پاکستان کی آزادی کے چھٹے دن وہ کراچی آئے۔ اس وقت ایک چھوٹا سا سٹور تھا اور دوسرے پیسے پاکستان اور دنیا کی طرح ریڑھی پر بیچنا شروع کیا اور نوٹ تقریباً 150,000 پیسہ اس کراچی وقت میں مقیم ہوئے۔ محض 24 برس کی عمر میں انہوں نے اپنی چھوٹی سی دکان کو دیا اور بڑھا کر فضاء 2 لوگوں تک ایک 655 سے زائد فارمیسی سنیں دیا کر لینا۔ ان کا لینا سب پاکستان کا لینا شروع کیا۔ باقی 96 لوگوں کا حق مار رکھا۔ نئی تنظیم ادا کرتے ہیں اور دنیا کے لوگوں کی ترقی کے حصول میں لگی رہا۔ تمام کرسٹی ہے"
data/raw/book/64.png,(20 ذی الحج 1163ھ/ 20 نومبر 1749ء - 29 ذی قعدہ 1213ھ/ 4 مئی 1799ء) ہندوستان کی سلطنت میسور کا آخری فرمانروا اور شیر میسور کا لقب پانے والا حیدر علی کا بیٹا ہندوستان کا پہلا شہید مقام پر پیدا ہوا۔ تاریخ حیدر خان کے مصنف محب الحسن خان کی روایت کے مطابق 1767ء میں نظام دکن نے شیو کو فتح علی خان بہادر کا خطاب دیا تھا۔ نشان حیدری کے مولف حسین کرمانی کے بقول حیدر علی نے ایک وند نیو کی سرگرمی کے دن میں روادلیا، جبان شیوکو نصیب الدولہ خطاب ملا۔ 1765ء شیوکو سلطانی فوجی زندگی میں پہلی بار امارتیں سامنے آئیں، جب وہ حیدر علی خان کے ساتھ مالابار حملہ آور ہوتے۔ 19 جون 1767ء کو شیو سلطان صراص الگوز کے مقامیں میں بھیج بارباز تھا، اس وقت انہوں مرکز پہلی بار میسور علی میں حملہ اور پویو
data/raw/book/65.jpeg,پاکستان بننے کے بعد، پاکستان بننے کے بعد، پاکستان بننے کے بعد
data/raw/book/66.jpeg,جو شخص اپنی حقیقت کو نہیں پہچانتا وہ اپنی اصلاح کی ضرورت بھی محسوس نہیں کرتا۔ فرحہ
data/raw/book/67.jpeg,اگر تم اپنے لیے آسان کام چھوڑ گئے تو
data/raw/book/68.jpeg,دودھ میں اگر آب زم زم بھی ملا دیا جائے تو دودھ خاص نہیں رہتا۔ یہی بدعت
data/raw/book/69.jpeg,یا اللہ جو تو نے عطا کیا اور جو تو نے عطا نہیں کیا اور جو تو نے دے کر لیا اس سب پر تیرا شکر کیونکہ جو تو نے عطا کیا وہ تیری نعمت اور جو تو نے عطا نہیں کیا اس میں تیری حکمت
data/raw/book/70.jpeg,خاموشی کبھی کبھی بہت تفصیل سے جواب ہے
data/raw/book/71.jpeg,اولاد بوڑھے والدین سے مالی مدد کبھی نہ لینے سے ہر خوشی ہو جاتے ہیں، ان بوڑھوں کا مانگی ہوئی پائی سے آنسو اور پانی لگانے کا وقت تہہ ہے۔ جو والدین غازہ چھپی نہ پڑھتے ہوں ان کے بوڑھوں کی کیا حالت ہو گی
data/raw/book/72.jpeg,کبھی میری زندگی کے عود دیکھا اس کیا علمی کوئی سائنس کوئی فلسفہ کوئی نظریہ کوئی تحریک اکبر یہ کہا
data/raw/book/73.jpeg,موت۔ نوجوانوں پر یہ رن تمہیں کبھی اسی تیزی سے اس اور دوارت اس کے چھپا ہے کہ یہ بہرا
data/raw/book/74.jpeg,تین لوگوں کو کبھی مت چھوڑنا۔ ایک جس نے تیرے مشکل میں ساتھ دیا، دوسرا جس نے مشکل میں چھوڑ دیا
data/raw/book/75.jpeg,حصہ انشائیہ سوال نمبر III مضمون نویسی۔ عنوان: علم کی اہمیت۔ انسانی روح جسم میں جو کچھ باہندے سے وہی علم کی اہمیت ہے جو نوریں سے بغیر تیرے ہو نوجوان کو اندھیرے سے دور روشنی کی۔ علم شعورمند جوانوں کو اندھیروں سے نکالتا ہے۔ اسلام میں علم بنیادوں تک فرض قرار دیا گیا ہے۔ عاصم کرنا مسلمان کاغذ ہے جیسا کہ قرآن مجید کی پہلی وحی بھی
data/raw/book/76.jpeg,درخواست برائے بیماری۔ بخدمت جناب پرنسپل گورنمنٹ ہائی اسکول نمبر 2 جناب! گزارش ہے کہ فدوی کو کل رات سے سخت بخار اٹھا ہے جس کی وجہ سے آج اسکول حاضر ہونے سے قاصر ہے۔ لہذا مہربانی فرما کر ایک دن یوم رخصت کی عنایت فرمائیں۔ آپ کی عین نوازش ہوگی۔ مورخہ 16-6-26
data/raw/book/77.jpeg,وقت کی قدر۔ وقت اللہ تعالیٰ کی ایک عطا کردہ نعمت ہے۔ نعمت اللہ تعالیٰ کی وہ نعمت ہے جو ہر انسان کو ملی ہے، اس میں کسی کا کوئی امتیاز نہیں۔ کچھ لوگ وقت کو اپنی زندگی کا بہترین سرمایہ سمجھتے ہیں اور کچھ اسے ضائع کر دیتے ہیں۔ حقیقت یہ ہے کہ وقت بہت قیمتی ہے، اسے ایک بار گزر جانے کے بعد واپس نہیں لایا جا سکتا۔ ہمیں چاہیے کہ ہم اپنے وقت کی قدر کریں، اسے کارآمد کاموں میں صرف کریں اور بے مقصد ضائع نہ کریں۔ اللہ تعالیٰ نے قرآن میں بھی وقت کی قسم کھا کر اس کی اہمیت کو واضح کیا ہے۔ وقت ضائع کرنے والے پچھتاتے ہیں جبکہ وقت کی قدر کرنے والے کامیاب ہوتے ہیں
data/raw/book/78.jpg,وہ بخشتا ہے گناہ عظیم بھی لیکن ہماری چھوٹی سی نیکی سنبھال رکھتا ہے، ہم اسے بھول جاتے ہیں روشنی میں تاریکی میں بھی ہمارا خیال رکھتا ہے گھروں میں جن کے دیا بھی نہیں، ان کے لیے فضاء میں چراغاں ستارے سے اجالا رکھتا
data/raw/book/79.jpg,درخواست
data/raw/book/80.jpg,رخسانہ
data/raw/other/1.png,پشاور، بنوں (نمائندہ جنگ، اے ایف پی) بنوں میں اقوام میں اخیل میر اخیل اور
data/raw/other/2.jpg,حق پرست علماء کی موضوعیت ناراضگی کے اسباب
data/raw/other/3.png,کی لوڈشیڈنگ کیخلاف مظاہرہ کیا۔ پولیس تشدد سے ایک نوجوان
data/raw/other/4.jpg,ابوبکر صدیق رضی اللہ عنہ
data/raw/other/5.png,اسکے ساتھ ملحقہ علاقے کے عوام نے بجلی و گیس
data/raw/other/6.png,منشور علی جاں بحق اور 2 خواتین سمیت 14 افراد زخمی ہو گئے۔
data/raw/other/7.jpg,والدین ہماری جنت
data/raw/other/8.png,علاقے میں کرفیو نافذ کر دیا گیا ہے۔ مکینوں نے الزام
data/raw/other/9.jpg,قبر کے تین سوال
data/raw/other/10.png,لگا یا کہ پولیس کی فائرنگ سے شہری ہلاک ہوا جبکہ
data/raw/other/11.jpg,داستان اہل دل
data/raw/other/12.png,پولیس کا کہنا ہے کہ مظاہرین میں کسی نے کسی
data/raw/other/13.jpg,فضائل صحابہ
data/raw/other/14.png,پر براہ راست فائرنگ کی اور فائرنگ کے تبادلے کے
data/raw/other/15.jpg,آسان ترجمہ قرآن
data/raw/other/16.png,نتیجے میں ایک شہری ہلاک ہوگیا۔ تفصیلات کے مطابق بنوں
data/raw/other/17.jpg,ارشاد
data/raw/other/18.png,میں اقوام میر اخیل اور اسکے ساتھ ملحقہ علاقے کے عوام
data/raw/other/19.jpg,الخط الفارسی
data/raw/other/20.png,نے بجلی و گیس کی لوڈشیڈنگ کیخلاف مظاہرہ کیا۔ مظاہرین نے
data/raw/other/21.jpg,شفیق
data/raw/other/22.png,مظاہرہ کے دوران بنوں ڈیرہ ڈیرہ روڈ بلاک کر دی اور سڑک
data/raw/other/23.jpg,حفصہ
data/raw/other/24.png,خالی کرنے سے انکار کر دیا، مظاہرین کو روڈ سے ہٹانے
data/raw/other/25.jpg,علی
data/raw/other/26.png,کیلئے پولیس نے مظاہرین پر لاٹھی چارج اور فائرنگ کی
data/raw/other/27.jpg,خواتین
data/raw/other/28.png,جس سے ایک نوجوان منشور علی جاں بحق اور 2
data/raw/other/29.jpg,سیدنا
data/raw/other/30.png,خواتین سمیت 14 افراد زخمی ہوئے۔ زخمیوں کو قریبی اسپتال
data/raw/other/31.png,خط نستعلیق
data/raw/other/32.png,منتقل کر دیا گیا۔۔ بنوں اور ڈیرہ اسماعیل خان ضلع کو
data/raw/other/33.jpg,کامیابی صبر اور محنت کا نتیجہ ہے۔
data/raw/other/34.png,ملانے والی مرکزی شاہراہ پر کرفیو نافذ کر دیا گیا ہے۔ بنوں
data/raw/other/35.png,میں تشدد اس وقت شروع ہواجب 500 کے لگ بھگ
data/raw/other/36.png,مظاہرین نے مصروف شاہراہ بلاک کردی اور خالی کرنے سے
data/raw/other/37.png,انکار کر دیا۔ مظاہرین نے شاہراہ کو 3 گھنٹے تک بلاک رکھا۔ پولیس کا
data/raw/other/38.png,ایزی لوڈشاپ
data/raw/other/39.jpeg,صابری پرنٹنگ
data/raw/other/40.jpg,آخرت کا سفر
data/raw/synthetic/urdu_1.png,پاکستان زندہ باد
data/raw/synthetic/urdu_2.png,آج کا موسم خوشگوار ہے
data/raw/synthetic/urdu_3.png,تعلیم ہر انسان کا حق ہے
data/raw/synthetic/urdu_4.png,کراچی پاکستان کا سب سے بڑا شہر ہے
data/raw/synthetic/urdu_5.png,محنت کامیابی کی کنجی ہے
data/raw/synthetic/urdu_6.png,علم روشنی ہے
data/raw/synthetic/urdu_7.png,وقت بہت قیمتی ہے
data/raw/synthetic/urdu_8.png,محنت کا پھل میٹھا ہوتا ہے
data/raw/synthetic/urdu_9.png,ہم سب پاکستانی ہیں
data/raw/synthetic/urdu_10.png,صاف ماحول صحت کی ضمانت ہے
data/raw/synthetic/urdu_11.png,درخت لگائیں ماحول بچائیں
data/raw/synthetic/urdu_12.png,کتاب بہترین دوست ہے
data/raw/synthetic/urdu_13.png,ہر انسان برابر ہے
data/raw/synthetic/urdu_14.png,سچ ہمیشہ کامیاب ہوتا ہے
data/raw/synthetic/urdu_15.png,پاکستان ایک خوبصورت ملک ہے
data/raw/synthetic/urdu_16.png,اردو ہماری قومی زبان ہے
data/raw/synthetic/urdu_17.png,پڑھائی کامیابی کی پہلی سیڑھی ہے
data/raw/synthetic/urdu_18.png,ہمیں دوسروں کی مدد کرنی چاہیے
data/raw/synthetic/urdu_19.png,دیانت داری بہترین پالیسی ہے
data/raw/synthetic/urdu_20.png,اتحاد ایمان اور تنظیم
data/raw/synthetic/urdu_21.png,ہمیشہ سچ بولیں
data/raw/synthetic/urdu_22.png,علم انسان کو عظیم بناتا ہے
data/raw/synthetic/urdu_23.png,ماں کی دعا جنت کی ہوا
data/raw/synthetic/urdu_24.png,صفائی نصف ایمان ہے
data/raw/synthetic/urdu_25.png,محبت نفرت سے بہتر ہے
data/raw/synthetic/urdu_26.png,صحت سب سے بڑی دولت ہے
data/raw/synthetic/urdu_27.png,وقت کی قدر کریں
data/raw/synthetic/urdu_28.png,ہر دن ایک نئی امید ہے
data/raw/synthetic/urdu_29.png,کامیابی مسلسل محنت سے ملتی ہے
data/raw/synthetic/urdu_30.png,مثبت سوچ کامیابی کی بنیاد ہے
data/raw/synthetic/urdu_31.png,ہمیں اپنے ملک سے محبت ہے
data/raw/synthetic/urdu_32.png,خوش رہیں اور دوسروں کو خوش رکھیں
data/raw/synthetic/urdu_33.png,امن سب کی ضرورت ہے
data/raw/synthetic/urdu_34.png,صبر اور شکر کامیابی کا راز ہیں
data/raw/synthetic/urdu_35.png,ہر مشکل کے بعد آسانی ہے
data/raw/synthetic/urdu_36.png,دوسروں کا احترام کریں
data/raw/synthetic/urdu_37.png,زندگی ایک خوبصورت نعمت ہے
data/raw/synthetic/urdu_38.png,اچھی عادتیں کامیابی لاتی ہیں
data/raw/synthetic/urdu_39.png,کتابیں علم کا خزانہ ہیں
data/raw/synthetic/urdu_40.png,نیکی کبھی ضائع نہیں ہوتی
