image,text
data/raw/book/34.png,تین لوگوں کو کبھی مت چھونا ایک جس نے مشکل میں ساتھ دیا دوسرا جس نے مشکل میں چھوڑ دیا
data/raw/book/35.png,"حصہ انشائیہ سوال نمبر III مضمون نویسی عنوان: علم کی اہمیت

انسانی روح میں علم کی بے اندازہ اہمیت ہے جو نور بیدار سے پیدا ہو۔ وہ نور علم سے حاصل ہوتی ہے۔ علم سے ہر شعور جوان کو دوسروں تک نکال دیتا ہے۔ اسلام میں علم بندگی سے فرض قرار دیا گیا ہے ورنہ عاصی کے مسلمان کاذب ہے۔ قرآن مجید کی پہلی وحی بھی علم کی اہمیت بتاتی ہے۔"
data/raw/book/36.png,"درخواست برائے بیماری

بخدمت جناب پرنسپل گورنمنٹ ہائی سکول نمبر 2
جناب!
گزارش ہے کہ فدوی کو کل رات سے سخت بخار تھا جس کی وجہ سے آج سکول حاضر ہونے سے قاصر ہے۔ لہذا مہربانی فرما کر ایک دن یوم چھٹی عنایت فرمائیں۔ آپ کی عین نوازش ہوگی۔
مورخہ: 18-6-26"
data/raw/book/37.png,"وقت کی قدر

وقت اللہ تعالیٰ کی ایک عطا کردہ نعمت ہے۔ نعمت کی حقیقی قدر وہی جانتا ہے جس کے پاس اس کی کمی ہو۔ ایک بار جو وقت گزر جاتا ہے وہ دوبارہ ہاتھ نہیں آتا۔ حقیقت میں ہم سب اپنی زندگی ہی کے وہ ادوار ہیں جو ہم نے وقت کی قدر کی۔ کامیاب لوگ وقت کا صحیح استعمال کرنے والے ہوتے ہیں اور اپنے وقت کو ضائع نہیں کرتے۔ ہمیں وقت کی قدر کرتے ہوئے اپنی زندگی کا ہر لمحہ کارآمد بنانا چاہیے۔"
data/raw/book/38.png,وہ بخشتا ہے گناہ عظیم بھی لیکن ہماری چھوٹی سی نیکی سنبھال رکھتا ہے، ہم اسے بھول جاتے ہیں روشنی میں تاریکی میں بھی ہمارا حساب رکھتا ہے گھر وہ ان کے دیا بھی نہیں، ان کے لیے فضاء میں چپ نہ ستارے اچھال رکھ
data/raw/book/39.png,درخواست
data/raw/book/40.png,رخسانہ
data/raw/newspaper/41.png,"ایران کے گلستان صوبے میں واقع آقتکہ خان ریلوے پل پر امریکی حملے نے ایران کے اہم ترین ٹرانزٹ راستوں میں سے ایک کی جانب توجہ مبذول کروا دی ہے۔

یہ راستہ ایران کو اینچ برون سرحد کے ذریعے وسطی ایشیا، روس اور چین کے ریلوے نیٹ ورک سے جوڑتا ہے۔ لیکن راہداری ایران کی معیشت کے لیے کتنی اہم ہے اور اس میں رکاوٹ پیدا ہونے کیا نتائج ہو سکتے ہیں؟

گلستان صوبے کے سپاہ نینوا نے ایک بیان میں کہا کہ آقتکہ خان پل کو امریکی کروز میزائلوں کا نشانہ بنایا گیا ہے۔ ایرانی ذرائع ابلاغ نے شائع ہونے والی رپورٹوں کے مطابق، کم از کم سات میزائل دریائے گورگن پر قائم اس ریلوے پل سے ٹکرائے۔

ایرانی حکام نے انسانی جانی نقصان کی کوئی اطلاع نہیں دی، لیکن علاقے کے ریلوے بنیادی ڈھانچے کو نقصان پہنچنے کی خبر دی ہے۔

یہ حملہ ایسے وقت میں ہوا جب شمالی ایران کے ریلوے راستے گذشتہ چند برسوں کے دوران ملک کی تجارت اور ٹرانزٹ کے اہم رگوں میں تبدیل ہو چکے ہیں۔"
data/raw/newspaper/42.png,"رواں سال فروری میں، ایران کے خلاف امریکہ اور اسرائیل کی جنگ کے دوران، تہران، البرز، قزوین، اصفہان اور مشرقی آذربائیجان صوبوں میں کم از کم چھ ریلوے پلوں کو نشانہ بنایا گیا تھا۔

تاہم آقتکہ خان پل پر حملہ اپریل 2026 کی جنگ بندی کے خاتمے کے بعد ایران کے نقل و حمل کے بنیادی ڈھانچے پر ہونے والا پہلا حملہ شمار ہوتا ہے۔

امریکی حکام نے آقتکہ خان پل کا براہ راست ذکر کیے بغیر کہا کہ اس روز ایران کے متعدد 'لاجسٹک اور امدادی بنیادی ڈھانچوں' کو نشانہ بنایا گیا۔

اس حملے کے ساتھ خراسان رضوی صوبے میں تربت ریلوے سٹیشن کو بھی نشانہ بنایا گیا، جس کے نتیجے میں مشہد جانے والا ریلوے راستہ بند ہو گیا۔"
data/raw/newspaper/43.png,"اس پل کی اہمیت کو دو اہم بین الاقوامی راستوں کے تناظر میں سمجھنا چاہیے۔

پہلا، چین کا 'بیلٹ اینڈ روڈ' منصوبہ ہے، جس نے مشرقی ایشیا، وسطی ایشیا، مشرق وسطیٰ اور یورپ کے درمیان زمینی و سمندری راستوں کا ایک نیٹ ورک قائم کیا ہے۔

اس نیٹ ورک کی ایک شاخ چین سے شروع ہو کر قازقستان اور ترکمانستان سے گزرتی ہوئی اینچ برون سرحد کے راستے ایران میں داخل ہوتی ہے۔

دوسرا، بین الاقوامی شمال-جنوب نقل و حمل راہداری ہے، جسے انڈیا، ایران اور روس نے آپس میں جوڑنے کے لیے بنایا گیا ہے۔ اس منصوبے کا مقصد ایشیائی ممالک اور روس اور یورپ کے درمیان سامان کی ترسیل کے وقت اور لاگت کو کم کرنا ہے۔"
data/raw/newspaper/44.png,"ایرانی ریلوے حکام کے مطابق، گذشتہ سال کم از کم 65 مال بردار ٹرینیں چین سے ایران پہنچیں۔

خلیج فارس میں کشیدگی میں اضافے اور سمندری راستوں کے غیرمحفوظ ہونے کے بعد ایران اور چین کے درمیان مال بردار ٹرینوں کی تعداد تقریباً تین گنا بڑھ گئی ہے، یہاں تک کہ بعض اوقات تین سے چار دن بعد چین سے ایک مال بردار کنٹینر ٹرین ایران پہنچتی رہی ہے۔

روس نے بھی گذشتہ چند برسوں میں اس راستے کا استعمال بڑھایا ہے۔ 2015 میں روس کی پہلی مال بردار ٹرین ترکمانستان اور اینچ برون سرحد کے ذریعے ایران میں داخل ہوئی اور جنوب میں واقع اپنے آبی ڈرائی پورٹ پر سامان اتارا۔ دونوں ممالک کے حکام نے اس واقعے کو دونوں علاقائی راہداریوں کی ترقی کی سمت میں ایک اہم قدم قرار دیا۔"
data/raw/newspaper/45.png,"پٹرول سے سیرامکس تک تجارت کا ایک اہم راستہ

گورگان-اینچ برون ریلوے ٹرانزٹ صرف ایک راستہ نہیں بلکہ ایران بلکہ وسطی ایشیا کی ایران کے ساتھ زمینی تجارت کے اہم ترین راستوں میں سے ایک شمار ہوتا ہے۔

ایران اس راستے کے ذریعے پیٹروکیمیکل مصنوعات، فولاد، سیمنٹ، تعمیراتی سامان اور ٹائلیں اور اپنی بعض زرعی مصنوعات برآمد کرتا ہے۔ ان اشیا کی ریلوے کے ذریعے نقل و حمل زیادہ مقدار اور کم لاگت کی وجہ سے برآمد کنندگان کے لیے زیادہ اقتصادی فائدہ رکھتی ہے۔

دوسری جانب، اس راہداری کے ذریعے ایران کی درآمدات کا ایک اہم حصہ اناج، گندم، مکئی، جو، کپاس، مویشیوں کی خوراک، کیمیائی کھادیں اور خوراک اور زراعت کے صنعتوں کے لیے خام مال پر مشتمل ہوتا ہے۔ روس اور قازقستان اس منڈی کے لیے اہم اشیا فراہم کرنے والوں میں شمار ہوتے ہیں۔"
data/raw/newspaper/46.png,پیٹرول ختم ہونے کا اشارہ دینے والی لائٹ روشن ہونے پر گاڑی کتنا فاصلہ طے کر سکتی ہے؟
data/raw/newspaper/47.png,کل بلاول نے کسی کا گلا پکڑا پھر ساری رات پیر پکڑ کر بیٹھے رہے: عظمیٰ بخاری
data/raw/newspaper/48.png,لاہور: وزیراطلاعات پنجاب عظمیٰ بخاری کا کہنا ہے 'آزاد کشمیر کے الیکشن میں عوام نے ترقی اور جدت کو ووٹ دیا جسے مخالفین کو دل سے تسلیم کرنا چاہیے۔' کل چیئرمین پیپلز پارٹی بلاول بھٹو زرداری نے کسی کا گلا پکڑا پھر ساری رات پیر پکڑ کر بیٹھے رہے۔
data/raw/newspaper/49.png,پاکستان ہاکی فیڈریشن نے ورلڈ کپ سے قبل عماد بٹ کو پاکستان ہاکی ٹیم کی کپتانی سے ہٹا دیا اور ابوبکر کو پاکستان ہاکی ٹیم کا نیا کپتان مقرر کر دیا۔
data/raw/newspaper/50.png,"پی ایچ ایف نے اس امید کا اظہار کیا ہے کہ ابوبکر کی قیادت میں، سینئر کھلاڑیوں کے تجربے اور نوجوان کھلاڑیوں کی صلاحیتوں کی بدولت، ٹیم ایک متحد اور مضبوط انداز میں آگے بڑھے گی۔

ابوبکر 30 جولائی کو کوریا کے خلاف ہوم سیریز میں ٹیم کی قیادت کریں گے جبکہ ہاکی ورلڈ کپ 15 اگست سے شروع ہوگا۔"
data/raw/newspaper/51.png,"ڈیٹا پروٹیکشن

کمپنی کا کہنا ہے کہ مقامی طور پر دستیاب خودمختار جی پی یو انفراسٹرکچر سے پاکستانی محققین، اسٹارٹ اپس، کاروباری اداروں اور یونیورسٹیوں کو اردو اور علاقائی زبانوں کے لیے اے آئی ماڈلز تیار کرنے میں مدد ملے گی، ساتھ ہی فن ٹیک سمیت دیگر شعبہ جاتی ضروریات پر مبنی اے آئی ایپلی کیشنز بنائی جا سکیں گی، کیونکہ اے آئی پر صنعت کو تبدیل کر رہی ہے، اس انقلاب کی بنیاد جی پی یو کمپیوٹنگ ہے۔

مزید یہ کہ تمام ڈیٹا کو پاکستان کے اندر رکھنے سے سائبر سیکیورٹی، دفاع، شفافیت، آڈٹ کے قابل عمل نظام، رسائی کنٹرول، آئیڈنٹیٹی منیجمنٹ، پرائیویسی اور قومی ڈیٹا پروٹیکشن مضبوط ہوگا۔"
data/raw/newspaper/52.png,"چوتھے ایشیز ٹیسٹ کے لیے میلبرن کرکٹ گراؤنڈ (ایم سی جی) کی بولرز کے لیے سازگار پچ کو انٹرنیشنل کرکٹ کونسل (آئی سی سی) نے ناقص قرار دے دیا۔

میچ ریفری جیف کرو نے کہا کہ ایم سی جی کی پچ زیادہ حد سے بولرز کے حق میں تھی، پہلے دن 20 وکٹیں گریں، دوسرے دن 16 وکٹیں گریں اور کوئی بھی بلے باز سنچری تک نہ پہنچ سکا، اسی لیے گائیڈ لائنز کے مطابق پچ کو ناقص قرار دیا گیا اور وینیو کو ایک ڈی میرٹ پوائنٹ ملا۔

واضح رہے کہ انگلینڈ نے دوسرے دن کے آخری سیشن میں آسٹریلیا سے چار وکٹوں کو شکست دی، چاروں اننگز میں کسی بھی بلے باز کی زیادہ سے زیادہ سکور 46 رہا۔"
data/raw/newspaper/53.png,"ایم سی جی کے کیوریٹر میٹ پیج نے وکٹ پر ان کی ٹیم نے وکٹ پر 10 ملی میٹر گھاس چھوڑی، جس سے فاسٹ بولرز کو سیم اور باؤنس ملا اور بیٹنگ نہایت مشکل ہو گئی۔

اس صورتحال کے باعث کرکٹ آسٹریلیا کو تقریباً ایک کروڑ آسٹریلیو ڈالر کے مالی نقصان کا سامنا کرنا پڑا کیونکہ تیسرے اور چوتھے دن کے ٹکٹ واپس کرنا پڑے۔

کرکٹ آسٹریلیا کے چیف آف کرکٹ جیمز آل سوپ نے کہا کہ تیسرے اور چوتھے دن ٹکٹ رکھنے والے شائقین اور دنیا بھر میں میچ دیکھنے کے منتظر لاکھوں مداحوں کے لیے یہ مایوس کن تھا اور گیند بلے کے درمیان ایم سی جی کا روایتی توازن فراہم نہ کر سکی۔"
data/raw/newspaper/54.png,"اسلام آباد: وزیراعظم شہباز شریف اور چیئرمین پاکستان کرکٹ بورڈ (پی سی بی) محسن نقوی نے انڈر 19 ایشیاکپ جیتنے پر پاکستانی ٹیم اور پوری قوم کو مبارکباد دی ہے۔

اپنے بیان میں وزیراعظم شہباز شریف نے کہا کہ پاکستانی کھلاڑیوں نے بہترین کارکردگی کا مظاہرہ کیا، بھارت کو فائنل میں شکست دے کر پاکستانی کھلاڑیوں کو تاریخی رقم دی۔

وزیراعظم نے کہا کہ پوری قوم کو اپنے ان نوجوان کھلاڑیوں پر فخر ہے، انڈر 19 ٹیم بلاشبہ مستقبل میں بھی ملک کا نام عالمی سطح پر روشن کرے گی۔

شہباز شریف نے کہا کہ پاکستان کرکٹ بورڈ کے چیئرمین محسن نقوی سمیت تمام ٹیم منیجمنٹ کو خراج تحسین پیش کرتا ہوں۔"
data/raw/newspaper/55.png,"کرکٹ آسٹریلیا کی ریکی ٹیم انتظامات کا جائزہ لینے قذافی اسٹیڈیم پہنچی اور ریکی ٹیم نے معمول کے دورے میں وینیوز کا جائزہ لیا۔

ذرائع کے مطابق ریکی ٹیم این سی اے اور ایل سی سی اے گراؤنڈ کا بھی جائزہ لیا گیا تھا، اسے پی سی بی اور سیکیورٹی حکام نے بریفنگ بھی دی۔

اس سے قبل کمشنر لاہور مریم خان نے بھی سیکیورٹی انتظامات پر آسٹریلین ریکی ٹیم کو بریفنگ دی۔

آسٹریلیا ٹی20 ٹیم نے آئندہ ماہ کے آخر میں پاکستان کا دورہ کرنا ہے، پاکستان اور آسٹریلیا کے مابین تین ٹی20 میچز کی سیریز شیڈول ہے۔"
data/raw/newspaper/56.png,"پاکستانی شوبز انڈسٹری کی معروف اداکارہ، ڈیجیٹل کری ایٹر اور ڈانسر مہر بانو نے انکشاف کیا ہے کہ اس وقت ٹی وی پر نشر ہونے والے متعدد ڈراموں کے اسکرپٹس مصنوعی ذہانت (AI) کی مدد سے تیار کیے جا رہے ہیں، جس سے پیشہ ور مصنفین کی محنت اور صلاحیتوں کی بے توقیری ہو رہی ہے۔

مہر بانو نے حالیہ گفتگو میں کہا کہ لوگوں کو یہ اندازہ ہی نہیں کہ اس وقت ٹی وی پر نشر ہونے والے کتنے ہی ڈراموں کے اسکرپٹس مصنوعی ذہانت سے تیار کیے جا رہے ہیں، میں خود بھی ایسے ایک پروجیکٹ پر کام کر چکی ہوں، یہ ان پروفیشنل رائٹرز کی سخت توہین ہے جنہوں نے برسوں اس انڈسٹری کے لیے محنت کی ہے۔"
data/raw/newspaper/57.png,"بھارتی کرکٹ ٹیم کے کھلاڑی روہت شرما کے ون ڈے کے مستقبل پر سوالات اٹھ گئے ہیں۔

انگلینڈ کے خلاف دوسرے ون ڈے میں روہت شرما کی جانب سے صرف 26 رنز بنانے کے بعد بھارتی میڈیا پر دعویٰ کیا جا رہا ہے کہ 19 جولائی کو کھیلا جانے والا آخری اور ون ڈے روہت شرما کے کریئر کا آخری میچ ثابت ہو سکتا ہے۔

بھارتی میڈیا کے مطابق بھارتی کرکٹ بورڈ کی سلیکشن کمیٹی مستقبل کی منصوبہ بندی کرتے ہوئے نوجوان بلے باز یشسوی جیسوال کو زیادہ مواقع دینا چاہتی ہے۔"
data/raw/newspaper/58.png,"بھارتی میڈیا پر شیئر کیے گئے اعداد و شمار کے مطابق روہت شرما نے اپنے گذشتہ 8 ون ڈے میچز میں 241 رنز بنائے ہیں جن میں سے صرف 1 نصف سنچری شامل ہے۔

دوسری جانب یشسوی جیسوال شاندار فارم میں ہیں اور حالیہ 3 اننگز میں 2 سنچریاں سکور کر چکے ہیں۔

رپورٹس میں یہ بھی کہا جا رہا ہے کہ سلیکشن کمیٹی اور روہت شرما کے درمیان کرکٹ ٹیسٹ ریٹائرمنٹ کے معاملے پر بھی مکمل رائے کا اتفاق نہیں تھا، تاہم بورڈ کی توجہ اب آئندہ عالمی کپ کے لیے نئی ٹیم تیار کرنے پر مرکوز ہے۔"
data/raw/newspaper/59.png,"برطانوی شہزادہ ولیم نے فیفا ورلڈ کپ 2026ء کے سیمی فائنل میں انگلینڈ کو ارجنٹینا کے ہاتھوں 2-1 سے شکست ہونے کے بعد اپنی فٹبال ٹیم کے لیے جذباتی پیغام شیئر کیا ہے۔

شہزادہ ولیم نے فوٹو اینڈ ویڈیو شیئرنگ پلیٹ فارم انسٹاگرام پر اپنے آفیشل اکاؤنٹ پر انگلینڈ کی ٹیم کے کھلاڑیوں کی مخالف ٹیم کے دوران میچ کا ڈٹ کر مقابلہ کرنے اور میچ جیتنے کی کوششوں کی تعریف کی ہے۔

انہوں نے اپنی انسٹا سٹوری میں انگلینڈ کی فٹبال ٹیم سے مخاطب ہو کر شکست پر افسوس کا اظہار کرتے ہوئے لکھا ہے کہ آپ نے پوری کوشش کی اور ہمیں ناقابلِ یقین ٹورنامنٹ کے لیے آپ پر بہت فخر ہے۔"
data/raw/newspaper/60.png,"ارجنٹینا کے عالمی شہرت یافتہ فٹبالر لیونل میسی نے فیفا پر فکسنگ کے الزامات پر اپنے ردعمل کا اظہار کر دیا۔

سیمی فائنل میں انگلینڈ کو شکست دے کر فائنل کے لیے کوالیفائی کرنے کے بعد میڈیا سے گفتگو کرتے ہوئے لیونل میسی نے فیفا کی جانب سے ارجنٹینا کی جانبداری کے بارے میں پوچھے گئے سوال کا جواب دیا۔

انہوں نے کہا کہ ہم گذشتہ 4 سال سے بہترین رہے ہیں، اب چاہے لوگوں کو یہ بات پسند آئے یا نہ آئے۔"
data/raw/newspaper/61.png,"حالیہ برسوں میں ایران اور چین کے درمیان تجارت کے پھیلاؤ کے ساتھ اس راستے سے کنٹینر نقل و حمل کا حصہ بھی بڑھا ہے۔ صنعتی مشینری، پیداواری آلات، صنعتی پرزہ جات، بعض استعمالی اشیا اور کارخانوں کے لیے خام مال ان اشیا میں شامل ہیں جو اس ریلوے نیٹ ورک کے ذریعے ایران میں درآمد کی جاتی ہیں۔

اس دوران یہ راہداری روس، چین اور وسطی ایشیا، چین اور ایران کے جنوبی بندرگاہوں کے درمیان سامان کی ترسیل کے ایک اہم راستے میں بھی تبدیل ہو چکی ہے، اور اس سے گزرنے والے سامان کا ایک حصہ خلیج فارس کے ممالک اور انڈیا کے منڈیوں تک پہنچایا جاتا ہے۔"
data/raw/newspaper/62.png,"کیا اس راستے نے پابندیوں کے اثرات کو کم کرنے میں کوئی کردار ادا کیا ہے؟

حالیہ برسوں میں ایران کے خلاف بڑھتی ہوئی اقتصادی پابندیوں اور روس پر عائد وسیع تر پابندیوں کے ساتھ اس راستے کی اہمیت مزید بڑھ گئی ہے۔

بعض تجزیہ کاروں کا خیال ہے کہ شمالی ایران کے زمینی اور ریلوے راستوں نے ملک کی تجارتی راستوں میں تنوع پیدا کرنے میں مدد دی ہے اور ایران کی بیرونی تجارت کا سمندری راستوں پر انحصار کسی حد تک کم کیا ہے۔

ایرانی حکام بھی بارہا اس بات پر زور دے چکے ہیں کہ شمال-جنوب اور مشرق-مغرب ریلوے راہداریوں کی ترقی ہمسایہ اور ایشیائی ممالک کے ساتھ تجارت بڑھانے کی قومی حکمت عملی کا حصہ ہے۔"
data/raw/newspaper/63.png,"ایران کی معیشت پر اس حملے کا اثر

ایران کی ریلوے نے اعلان کیا ہے کہ حملے کے فوراً بعد متاثرہ حصوں کی بحالی کا کام شروع کر دیا گیا تھا۔

ریلوے کے سربراہ کے مطابق فنی ٹیمیں موقع پر تعینات کر دی گئی ہیں اور متاثرہ ریلوے لائنوں کا ایک حصہ مختصر وقت میں دوبارہ استعمال کے قابل بنا دیا گیا ہے۔

مختصر مدت میں اس راستے کا کچھ مال سڑکوں، بحیرہ کیسپین کی سرخس ریلوے راستے یا سڑک اور ریل کے مشترکہ نظام کے ذریعے منتقل کیا جا سکتا ہے۔

تاہم ماہرین کا کہنا ہے کہ گنجائش، لاگت اور رفتار کے لحاظ سے ان میں سے کوئی بھی متبادل گورگان-اینچ برون راستے کی مکمل جگہ نہیں لے سکتا۔"
data/raw/newspaper/64.png,"اگر بحالی کا کام منصوبے کے مطابق جاری رہا تو اس راستے میں اپریشنل رکاوٹ غالباً عارض ہوگی۔

لیکن جسمانی نقصان سے پٹ کر بعض تجربہ کاروں کا ماننا ہے کہ اس واقعے کی اصل اہمیت کے معاشی اور نفسیاتی اثرات میں پوشیدہ ہے، کیونکہ ٹرانزٹ راستوں کی سلامتی اور استحکام بین الاقوامی کمپنیوں اور تجارتی شراکت داروں کے فیصلوں میں اہم کردار ادا کرتے ہیں۔

ماضی کی بحالی سرگرمیوں کا تجربہ ظاہر کرتا ہے کہ ایران ریلوے نیٹ ورک متاثرہ بنیادی ڈھانچے کو نسبتاً تیزی سے بحال کرنے کی اچھی صلاحیت رکھتا ہے۔

بہرحال، آقتکہ خان پل پر حملہ محض تعمیرات یا نقل و حمل سے متعلق ایک واقعہ نہیں ہے، بلکہ ایسا واقعہ ہے جس کے معاشی، تجارتی اور جغرافیائی سیاسی پہلو گلستان صوبے کی سیاسی حدود سے آگے، بلکہ ایران کی سرحدوں سے باپر بھی توجہ کا مرکز بن سکتے ہیں۔"
data/raw/newspaper/65.png,"یہ راستہ روس، چین اور وسطی ایشیائی ممالک کے ساتھ ایران کے اقتصادی تعلقات کے فروغ میں اہم کردار ادا کر رہا ہے۔

ایرانی حکام کا کہنا ہے کہ اس راستے نے اقتصادی پابندیوں کے اثرات کم کرنے میں مدد دی ہے۔

یہ پہلی بار نہیں ہے کہ ایران کے ریلوے بنیادی ڈھانچے کو امریکی حملوں کا نشانہ بنایا گیا ہو۔"
data/raw/newspaper/66.png,چیئرمین پیپلز پارٹی بلاول بھٹوزرداری نے نام لیے بغیر مسلم لیگ ن پر تنقید بناتے ہوئے نشانہ بناتے ہوئے کہا کہ یہ لوگ نسل در نسل دھاندلی کی پیداوار ہیں، یہ ہمیشہ دھاندلی کے ذریعے اقتدار میں آتے ہیں۔
data/raw/newspaper/67.png,سابق ٹیسٹ کرکٹر محمد خلیل کی 10 ماہ کی بیٹی کرنٹ لگنے سے انتقال کر گئی
